Normalized microRNA counts            		Counts for each miRNA were tabulated and adjusted to counts per million miRNAs passing the mismatch filter.																																				
																																						
"Abbreviations: HC, healthy controls; GBM, glioblastoma; GII-III, glioma grade II-III"																																						
miRNA	HC1	HC2	HC3	HC4	HC5	HC6	HC7	HC8	HC9	HC10	HC11	HC12	HC13	HC14	HC15	HC16	GBM1	GBM2	GBM3	GBM4	GBM5	GBM6	GBM7	GBM8	GBM9	GBM10	GBM11	GBM12	GII-III.1	GII-III.2	GII-III.3	GII-III.4	GII-III.5	GII-III.6	GII-III.7	GII-III.8	GII-III.9	GII-III.10
hsa-miR-4797-3p	0	0	0	0	0.3	0	0	0	0	0	0.3	0	0	0.8	0	0.2	0	0	0	1.6	0	0	3	0	2	0	0.8	0	0	0	2.6	0	0	0	0	0	0	0
hsa-miR-4797-5p	0	0	0	0	0	0	0	0	0	0	0.5	0	0.2	0	0	0	0	0	0	0	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4
hsa-miR-4798-5p	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4799-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4799-5p	0	0	0	0	0	0.8	0	0	0	0	0.3	0.7	0.8	0	1.1	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0
hsa-miR-4800-3p	0	0	0	0.4	0	0.4	0	0	0	0	0.5	0	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4800-5p	0	0	0.6	0	0	0	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
hsa-miR-4802-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0
hsa-miR-4802-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4804-3p	0	0	0	0	0	0	0	2.1	0	0	0	0	0	0	0	0	0	0	0	0	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4804-5p	0	0	0.6	0	0.3	2.7	0.7	0	0	0	0.6	0.7	1.8	0	0	1.9	0	0	0.9	2.7	0	11.2	0	0	0	0	0.8	0	3.2	0	0.4	0	8.5	0	0	0	1.2	0
hsa-miR-483-3p	4.8	4.1	2.8	3.6	1.2	18.7	0.7	0	49.8	5.6	6.1	3.6	1.2	4	5.9	4	1.6	1.5	0	2.3	0	0	2.4	0	8.7	27.7	8.1	0	4.8	0	4.1	0	4.3	5.5	7.1	1.9	0	0.8
hsa-miR-483-5p	0	20.6	6.6	6.7	7.5	23.4	30.1	33.1	126.8	0	6.3	13	10.7	19.3	7.8	6.6	1.6	16.1	3.7	12.1	4.7	123.5	8.3	12.5	43.3	152.2	21	51.7	9.5	0	3.8	0	17.1	10.5	7.6	36.1	150.5	22.7
hsa-miR-484	3958.6	3503.9	4255.8	3644.5	2210.2	5591.7	2747.3	3030.6	3744.9	6476.7	7499.5	3682.3	2631.8	3404.6	6555.6	2968.1	2131.5	2095.6	2082.1	1590.6	2136.5	3222.7	2431.7	1643.4	3034.7	2739.8	3526.5	1757.6	2075.7	3366.3	3339.9	2184.1	2549.7	2067.3	3368.7	2789.7	2543.1	2405.4
hsa-miR-485-3p	212.9	326	475.6	661.5	352.6	534.9	302.8	278.1	163	355	118.2	446.5	364.5	89.2	575.5	259.1	91.6	19	91.6	41.5	215.1	56.1	206	33.3	62	124.5	19.4	158.1	196.9	217.9	179.8	349.8	290.4	255.2	192.7	193.8	213.3	22.7
hsa-miR-485-5p	21.8	66	78.2	88.1	92.5	42.8	176	163.4	69.4	44.7	9	79.6	84	12.1	62.4	62.8	28.5	17.5	49	16.8	66.2	0	82.1	8.3	32.7	69.2	5.6	121.6	71.5	98	61.2	136.5	192.2	110.1	72.9	134.9	139.8	33.3
hsa-miR-486-3p	157.3	103.2	85.4	173.1	121.8	150.3	175.3	105.5	90.6	50.3	70.8	84	98.5	196.1	98.2	161.6	103.1	304	161.9	380.2	276.5	134.7	318.5	615.8	196	345.9	312.2	179.4	189	283.3	54.8	51.2	94	94.1	188	89.3	266.6	64.9
hsa-miR-486-5p	15219.9	6636.3	5953	4945.9	9660.7	6861.2	23466.5	12687.2	5438.5	3304	2970.7	5126.9	7726.4	4776.6	1876.8	17349.6	7015.5	25703.9	8616.1	27004.3	27767.6	18584	24504.9	47580	14856.9	36419.5	36472.6	28973.8	15317.5	23978.4	8312	7738.1	12077.9	5912.1	15091.5	9613.8	27509.7	32407
hsa-miR-487a-3p	2.4	8.3	7.2	8.5	2.1	16.7	18.9	11.4	0	5.6	3	8	4.1	1.6	21.2	2.9	0.5	0	1.9	0.8	2.4	11.2	4.8	0	0	0	0	27.4	3.2	0	5.3	0	4.3	3.5	0	0	8.3	0
hsa-miR-487a-5p	14.5	8.3	25.9	10.8	15.5	12.5	30.1	21.7	16.6	16.8	4.3	18.8	32.4	0.8	13.2	20.3	0	0	0	0	18.9	22.5	11.9	4.2	15.3	0	8.1	12.2	3.2	21.8	21.8	42.7	34.2	0	7.6	20.9	21.3	5.7
hsa-miR-487b-3p	9.7	41.3	74.9	105.7	35.8	153	21	73.4	31.7	139.8	38.9	74.5	51.8	11.3	220.7	26.7	22.5	8.8	24.1	12.5	52	33.7	18.5	0	67.3	41.5	2.4	91.2	44.5	54.5	83.3	59.7	85.4	58	17	26.6	32	8.9
hsa-miR-487b-5p	0	8.3	3.9	2.7	7.2	0	0.7	4.1	0	2.8	0	0.7	3.3	0	3.5	1.4	0	0	1.9	0.4	7.1	0	0.6	0	0	0	0.8	0	0	0	4.9	0	4.3	0	1.2	0	3.6	1.6
hsa-miR-488-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-488-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-489-3p	0	0	0	0	0	0	0	0	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-490-3p	0	0	3.3	3.6	3	4.3	0	5.2	1.5	11.2	7.2	1.4	9.4	8	15.6	3	3.3	1.5	8.3	1.2	0	0	0	0	0	0	47.6	3	4.8	0	3	0	0	2	10	0	5.9	23.5
hsa-miR-490-5p	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-491-3p	0	0	1.7	0	0	0	0	0	0	0	0.1	0	0	0	0.4	0	2.2	0	0.9	0.8	0	0	0	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0
hsa-miR-491-5p	4.8	0	3.3	0	0.3	0.8	4.2	0	1.5	5.6	0.3	0.7	0.8	0	1.7	2.9	1.6	0	2.8	2.3	0	11.2	0.6	0	6	0	1.6	9.1	0	0	10.9	0	4.3	0	0.6	1.9	7.1	1.6
hsa-miR-493-3p	62.9	82.5	145.5	102.1	82.1	88	50.5	217.1	19.6	69.9	14.3	139	158.9	12.1	127.7	114.6	63.6	20.5	54.6	28.6	120.5	33.7	127.4	4.2	61.3	55.3	14.5	167.3	128.6	141.6	180.9	170.6	303.2	164.6	52.9	152	289.2	34.1
hsa-miR-493-5p	396.8	495.2	990.8	1062.1	649.3	715.9	28.7	313.3	83	483.6	131.2	822.9	608.4	124.6	893.4	427	368.7	146.1	330.4	181.9	437.2	33.7	576.8	70.7	106.6	69.2	21.8	176.4	713.1	54.5	370.1	238.9	358.8	1158	373.1	285.1	181.3	48.7
hsa-miR-494-3p	111.3	115.6	224.3	164.1	80.3	239.4	36.5	166.5	25.7	192.9	67.4	222.9	46.5	21.7	429.6	44.4	52.1	17.5	92.5	19.2	85.1	33.7	50.6	12.5	93.3	13.8	12.9	97.3	176.3	43.6	379.4	264.5	106.8	257.7	84	76	55.7	13
hsa-miR-494-5p	0	0	0	0.4	0	1.2	0	12.4	0	0	0.1	0	0	0	2.4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1.2	0
hsa-miR-495-3p	41.1	53.7	124.5	100.3	43.9	210.2	49.1	52.7	51.3	75.5	56.5	139.7	46.5	12.9	340.9	42.8	31.3	5.8	36.1	10.2	23.6	44.9	32.7	16.6	46.7	0	4	48.7	60.3	10.9	72.1	51.2	38.4	90.1	18.2	45.6	32	14.6
hsa-miR-495-5p	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-496	0	0	2.8	7.6	2.1	6.6	3.5	5.2	0	5.6	2.4	2.9	0.8	0	16.5	2.2	0.5	0	0	0	0	0	1.2	0	1.3	0	0	0	1.6	0	1.9	8.5	12.8	2	0.6	1.9	7.1	3.2
hsa-miR-497-3p	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-497-5p	0	8.3	7.2	4.9	0.9	17.1	40	40.3	45.3	19.6	19.1	16.6	7	6.4	17.3	5.3	13.7	11.7	5.6	2	0	22.5	5.4	0	35.3	55.3	21	18.2	6.4	0	12.4	17.1	8.5	11.5	22.3	34.2	8.3	8.9
hsa-miR-498	0	0	0	0	0	5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0
hsa-miR-4999-3p	0	0	0	0	0	0.4	0	0	0	0	0.6	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4999-5p	2.4	8.3	1.7	0.4	0.6	1.6	0.7	1	0	0	1.6	1.4	3.3	1.6	1.5	3.2	2.2	0	4.6	1.6	2.4	0	1.2	4.2	0	0	1.6	0	0	0	0.8	0	0	1.5	2.4	0	1.2	0.8
hsa-miR-499a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-499a-5p	14.5	16.5	9.9	9	12.5	34.3	9.8	17.6	27.2	30.7	28.5	15.9	3.7	22.5	26.7	12.5	7.1	10.2	3.7	20.7	78	67.4	20.2	16.6	8	0	12.9	36.5	9.5	0	15.4	8.5	12.8	11.5	13.5	19	14.2	13
hsa-miR-499b-3p	0	0	0	0.4	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-499b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0.6	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0
hsa-miR-5000-3p	0	0	0	0.4	0	0.8	0	1	0	0	0.3	0	0.2	1.6	1.1	0	0.5	0	0	0.4	0	0	0.6	0	4	0	0	3	0	10.9	1.1	0	0	1.5	0	0	0	0
hsa-miR-5000-5p	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	1.8	0	0	0
hsa-miR-5001-3p	0	0	1.7	2.7	2.1	1.6	2.8	2.1	0	0	2.3	0	0	0	2.2	0.5	0	0	0	0.4	0	22.5	0.6	4.2	3.3	0	6.5	0	0	0	1.5	0	0	1.5	5.9	0	4.7	2.4
hsa-miR-5001-5p	0	0	0	0	0.3	0	0	0	0	0	0	0	0.6	0	0	0.5	0	0	0	1.2	0	0	0	0	0	27.7	0	6.1	0	10.9	0.4	0	0	0	0	0	0	0
hsa-miR-5002-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.7	0	0	0	0	0	0	0	0	0	9.5	0	0
hsa-miR-5002-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5003-3p	0	0	0	0.9	0	0.8	2.8	0	0	0	0	0	0	0	0.2	0	0	0	0	0.8	0	0	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6
hsa-miR-5003-5p	0	0	0	0	0	0	0	0	0	5.6	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5004-3p	0	0	1.1	0	1.8	0	0	0	0	0	0.3	0	0	0	0.7	0.3	1.1	1.5	0	0	0	0	0	0	0	0	0.8	0	0	0	1.5	0	0	0	0	7.6	3.6	0
hsa-miR-5004-5p	0	0	0	0.4	0	0	0	1	0	0	0	0	0	0	0	0.8	0.5	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	1.9	0	0
hsa-miR-5006-3p	0	0	0	0.9	1.2	0.4	0	0	9.1	0	0.8	0.7	1.6	0.8	0	1.1	0	0	0	0.8	0	0	1.2	0	0	0	0	0	0	0	1.1	0	0	0	0	0	0	0.8
hsa-miR-5006-5p	0	0	0	0	0	0	0	3.1	0	0	0.3	0	0	0	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5008-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-500a-3p	50.8	66	43.5	63	32.8	71.6	113.6	51.7	37.7	47.5	39.9	65.1	32.1	48.2	45.5	49.2	46.1	38	61.1	75.9	68.5	146	60.1	95.7	84	276.7	133.9	146	65.1	98	125.4	110.9	72.6	46	83.4	100.7	61.6	111.1
hsa-miR-500a-5p	0	0	0	0	0	0.4	0.7	0	0	0	0.1	0	0.6	0	0.2	0	0.5	0	0	0.4	2.4	0	0	0	0	0	0	3	0	10.9	0	0	0	0.5	0	1.9	0	0
hsa-miR-500b-3p	0	4.1	0	0.4	1.2	1.6	2.1	0	0	0	0.9	1.4	1.8	0.8	1.1	1.1	0.5	0	1.9	0.8	0	0	6.5	0	0	0	3.2	3	3.2	0	1.5	0	8.5	0.5	0	0	2.4	0
hsa-miR-500b-5p	0	0	0	0	0	1.2	0	0	0	0	0.4	0	0.6	0	0	0	0.5	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-501-3p	179.1	169.2	124.5	157.4	128.1	154.6	306.3	198.5	99.6	100.6	85.3	184.5	125.9	123.8	96.9	183.6	126.2	274.7	148.1	326.6	338	527.8	326.2	482.6	192.6	747.2	350.9	474.4	185.8	392.2	182	179.2	230.6	89.1	195.1	157.7	209.8	457.5
hsa-miR-501-5p	2.4	4.1	0.6	0	1.2	2.7	9.1	1	0	2.8	2	1.4	0.6	0.8	1.1	0	0.5	0	0	1.2	7.1	0	0	0	10	27.7	0.8	9.1	0	10.9	5.3	8.5	0	1	0	0	3.6	1.6
hsa-miR-5010-3p	2.4	4.1	6.6	5.4	2.7	11.7	0	0	7.5	5.6	9.9	3.6	0.6	6.4	8.5	4.8	2.2	1.5	3.7	0.8	2.4	22.5	1.2	4.2	0.7	0	5.6	0	3.2	0	0	0	0	1	0.6	0	0	1.6
hsa-miR-5010-5p	4.8	4.1	5	17.5	3	5.8	16.8	46.5	10.6	5.6	6.6	0.7	10.9	11.3	2.6	5.8	6.6	14.6	6.5	13.7	0	11.2	8.9	16.6	5.3	13.8	2.4	6.1	7.9	10.9	1.1	0	12.8	4.5	1.8	11.4	40.3	6.5
hsa-miR-502-3p	55.7	57.8	33.6	23.4	26.9	69.3	96.7	40.3	45.3	28	28.8	39.8	24	25.7	26.7	34.4	40.6	84.8	46.3	81	52	112.3	51.2	79.1	93.3	166	94.4	121.6	50.8	65.4	78.1	59.7	55.5	32	55.8	62.7	49.8	76.3
hsa-miR-502-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0
hsa-miR-503-3p	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8
hsa-miR-503-5p	128.2	111.4	116.8	53.1	77.3	90.3	79.2	41.4	55.8	30.7	51.2	84.7	92.1	42.6	33.6	71.4	110.8	141.8	108.3	143.2	276.5	134.7	86.9	129	74.7	69.2	152.4	158.1	69.9	141.6	134	68.3	85.4	55.5	145.1	76	110.2	86
hsa-miR-504-3p	0	0	0	0	0	0	0	0	0	0	0	0	1.8	0	0	0	0	1.5	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4	0
hsa-miR-504-5p	14.5	16.5	5.5	3.1	5.1	7	3.5	1	0	0	2.2	2.9	18.8	3.2	3.5	6.7	19.8	7.3	11.1	21.9	7.1	0	22	0	14	27.7	12.1	0	14.3	10.9	4.9	25.6	4.3	14	20.6	0	3.6	2.4
hsa-miR-505-3p	94.4	123.8	94.8	161	49	226.2	99.5	82.7	143.4	237.6	225.1	120.1	61.6	156.7	352.9	33.6	51.6	59.9	51.8	34.4	33.1	78.6	45.8	33.3	79.3	69.2	71	54.7	34.9	130.7	116	110.9	76.9	72.6	37.6	58.9	71.1	43.8
hsa-miR-505-5p	43.6	41.3	44.1	90.8	47.5	64.2	81.3	143.7	132.8	95	89.6	82.5	77.8	89.2	78.9	50.7	20.8	33.6	18.5	25.8	23.6	146	69.6	79.1	96	152.2	31.5	103.4	14.3	76.3	9.8	8.5	85.4	21	27.6	87.4	219.2	60.8
hsa-miR-506-3p	0	0	0	0	1.5	0	0	0	0	0	0	0	0.2	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6	0
hsa-miR-506-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-508-3p	4.8	0	0.6	0.4	0	2.3	3.5	0	0	0	0	0	0	0	0	0	1.1	0	0	1.6	0	0	0	0	0	0	0	0	4.8	0	0.8	0	0	0	0	0	0	2.4
hsa-miR-508-5p	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0
hsa-miR-5089-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5089-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-509-3-5p	0	0	0	0.4	0.6	0	0	0	0	0	0.3	0.7	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0.8
hsa-miR-509-3p	0	0	0	0	0.6	0	0	4.1	0	0	0.1	0	2	0	0	0	0	0	2.8	1.2	2.4	0	0.6	0	0	0	0	0	7.9	0	0.4	0	0	0.5	0	0	4.7	0
hsa-miR-509-5p	0	0	0	0	0	0	0	0	0	0	0.3	1.4	0	0	0	0.3	0	0	0	0	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5090	0	0	0	1.8	0	0.4	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0.4	2.4	0	0.6	0	2.7	13.8	0	0	0	10.9	0.8	0	0	0	0.6	0	0	4.9
hsa-miR-5091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9	0	0	0
hsa-miR-5093	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5094	0	4.1	0.6	0	0.3	0	0.7	0	0	0	0.8	0	0.6	0.8	1.1	0.8	1.1	0	0	1.2	0	0	1.2	0	0	0	0	0	0	0	0	0	0	1	0	0	4.7	0
hsa-miR-5100	0	0	0	1.8	0	0.4	0	0	0	0	0	0	0.2	0	0.4	0.2	0	0	0	0	0	0	0	0	0	0	2.4	0	1.6	0	0.4	0	8.5	0	0	0	0	0
hsa-miR-511-3p	0	0	0	0	1.8	0	2.1	0	0	5.6	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-511-5p	2.4	0	1.1	0.9	2.7	6.2	8.4	4.1	0	0	2.2	0	1.4	2.4	2	1.6	1.1	2.9	0.9	3.5	4.7	0	5.4	0	4.7	0	8.9	3	6.4	0	4.5	8.5	0	2	0.6	3.8	2.4	0
hsa-miR-512-3p	0	8.3	0.6	0	0.9	76.7	0	0	10.6	2.8	1.4	1.4	0.6	0.8	0.7	0.3	1.1	0	0.9	0.8	2.4	0	0.6	0	0	0	0	0	0	0	1.5	0	0	2.5	0	0	0	0.8
hsa-miR-512-5p	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-513a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-513a-5p	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-514a-3p	2.4	0	1.1	0	0.3	2.7	7	3.1	24.2	0	0.9	1.4	2.5	0	0	1.6	4.4	4.4	1.9	0	11.8	0	0.6	0	0	0	1.6	0	11.1	0	1.1	0	0	0	0	0	1.2	8.9
hsa-miR-514a-5p	0	0	0.6	0	0	0	1.4	4.1	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-514b-3p	0	0	0	0	0	0	1.4	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-515-3p	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-515-5p	0	0	0	0	0	28.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-516a-5p	2.4	0	3.3	1.8	0.9	207.9	1.4	2.1	7.5	5.6	1	1.4	0.6	0	0.7	1	1.6	0	0.9	0.4	0	0	0	0	12.7	0	0	3	3.2	0	1.5	0	0	4.5	1.2	19	1.2	2.4
hsa-miR-516b-5p	0	0	3.3	1.3	3.9	710.9	1.4	2.1	51.3	0	3.7	3.6	1.6	7.2	1.1	2.6	7.7	0	2.8	1.6	0	11.2	3.6	0	5.3	0	0	6.1	4.8	0	1.1	0	0	6	4.7	11.4	1.2	5.7
hsa-miR-517-5p	0	0	0	0	0	8.2	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-517a-3p	0	0	0	0	0	89.9	0	0	0	2.8	0.4	0.7	0	0.8	0.4	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	1.8	0	0	1.6
hsa-miR-517b-3p	0	0	0	0	0	95	0	0	0	0	0.5	0	0	0.8	0.4	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.6	0	0	0
hsa-miR-517c-3p	0	0	0.6	0	0	26.1	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5187-3p	0	4.1	0	0	0	0	0	0	0	2.8	1.1	0	0.4	0.8	0.9	0	0	0	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3	2	2.4	0	0	0
hsa-miR-5187-5p	0	0	1.1	3.1	0.9	0.8	7.7	31	4.5	0	0.8	1.4	2.1	4.8	0.2	1.3	3.8	0	0	3.1	2.4	0	3	8.3	2	27.7	0	9.1	0	0	1.5	0	0	2	5.3	1.9	33.2	2.4
hsa-miR-5188	0	0	0	0.9	0	1.2	0.7	2.1	0	0	0.1	0	0.6	0	0.2	0	1.1	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5189-3p	26.6	12.4	10.5	6.3	8.7	9.3	4.9	7.2	34.7	8.4	4.7	7.2	26.4	11.3	3.5	15	5.5	0	0.9	5.9	16.5	22.5	7.7	25	4	13.8	11.3	9.1	12.7	32.7	18.4	0	12.8	10.5	2.9	11.4	7.1	5.7
hsa-miR-5189-5p	12.1	12.4	4.4	3.6	4.2	4.7	21.7	23.8	27.2	2.8	3.7	5.1	19.2	6.4	2.4	11	8.8	1.5	1.9	11.7	28.4	11.2	24.4	12.5	32	69.2	8.9	12.2	7.9	21.8	7.1	51.2	38.4	3	3.5	43.7	68.7	38.1
hsa-miR-518a-3p	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518a-5p	0	0	0	1.3	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518b	0	0	0.6	0	0	99.7	0	0	0	0	1	0	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-518c-3p	0	0	0	0.4	0.3	68.1	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	3.8	0	0.8
hsa-miR-518c-5p	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	3.5	0	0	0
hsa-miR-518d-3p	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0
hsa-miR-518d-5p	0	0	0	0	0	5.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518e-3p	0	0	0	0	0	5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518e-5p	0	0	0	0	0	39.3	0	0	0	0	0	0	0	0	0.2	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	1.6
hsa-miR-518f-3p	0	0	0	0	0	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
